,name,price,vendor_code,text,abbreviation,category
470,FIORY корм для морских свинок и кроликов Conigli e cavie 850 г,656.0,06510,"FIORY смесь для свинок и кроликов. Смесь состоит из полезных зерен, цельного и очищенного овса, моркови, свеклы, ячменя, плодов рожкового дерева, кукурузных хлопьев и специальных гранул, обогащенных минералами, витаминами и другими полезными веществами (юкка, органический селен, инулин и др.), обеспечивающими здоровое функционирование организма вашего питомца. Масса 850 г. Состав Состав: гранулированные продукты (фураж и отруби и производные продукты, зерна и зерновые продукты, плод рожкового дерева, семена маслосодержащих фруктов и производные, минералы и производные продукты, ароматизаторы и консерванты, одобренные EC), злаки, сушеная морковь, красные гранулы (пекарные продукты, зерна и зерновые продукты, мед, масло и жиры, экстракт юкки Шидигера, красители и консерванты, одобренные EC), фураж и отруби и производные продукты, фрукты. ДОБАВКИ НА КГ: вит. А микрокапс. 5274 МЕ, вит. D3 52,74 МЕ, вит. E (альфатокоферол 91%) 7,03 МЕ, вит. B1 0,86 мг., вит. В2 0,17 мг., вит. B6 0,68 мг., вит. B12 0,004 мг, вит. PP 3,51 мг., кальций D-пантотенат 1,38 мг, фолиевая кислота 0,14 мг, бетаин 263 мг, L-лизин 0,88 мг, DL-метионин 0,17 мг, аминокислотный хелат цинка гидрат 3,56 мг, аминокислотный хелат марганца гидрат 1,84 мг, аминокислотный хелат меди гидрат 0,79 мг. Аналитические показатели: влажность 11,7 ±0,3%, сырой протеин 12,2 ±0,9%, сырой жир 3,5 ±1,5%, сырая клетчатка 11,2 ±0,9%, сырая зола 5,2 ±0,1%",корм для морских свинок и кроликов 850 г,корм для кроликов
471,FIORY корм для канареек Canarini 400 г,409.0,05999,"FIORY смесь для канареек 400 г. Повседневный сбалансированный корм для канареек. Корм изготовлен из десяти различных видов семян, богатых протеинами, жирами, полезными микроэлементами, которые укрепляют иммунитет питомца. Это происходит благодаря входящим в состав корма семян периллы – азиатского растения, которое благотворно влияет на половую систему птиц и на весь организм в целом. Кроме того, в корм добавлены особые вкусовые добавки, которые непременно придутся по нраву вашему пернатому другу – мед, фрукты, различные масла. Сделано в Италии. Семена: канареечник, лён, конопля; гранулы (пекарные продукты, злаки и зерновые продукты, мёд 10%, масла, экстракт юкки Шидигера, натуральные пищевые красители и антиоксиданты, одобренные ЕС) 4,1%; семена: рапс, абессинский нуг, перилла, овес очищенный, цикорий, просо. СОСТАВ: семена: канареечной травы, льняное семя, конопля, гранулированные продукты (хлебобулочные изделия, овощные субпродукты, мед 10%, минеральные вещества, масла и жиры, фруктовый ароматизатор, окрашенные пищевыми добавками, дрожжи из Saccharomyces Cerevisiae мг/ кг 42882, инулин мг/кг 8576, MOS мг/кг 6432, ФОС мг/кг 4288, Омега-6 мг/кг 2573 (GLA 190), бета- глюканы мг/кг 858, Омега-3 мг/кг 34 (EPA 0,89), юкка шидигера (мг/кг 858) 4,1%, птичий рапс, нигер, перилла, овсяные хлопья в шелухе, цикорий, паникум. Вит. Микрокапсулированный UI 5274, вит. D3 UI 52,74, вит. Е (альфатокоферол 91%) Пользовательский интерфейс 7,03, в т.ч. В1 мг 0,86, вит. В2, мг 0,17, вит. В6 мг 0,68, вит. В12 0,004 мг, вит. PP мг 3,51, кальция D-пантотенат мг 1,38, Фолиевая кислота мг 0,14, бетаин мг 263, L- лизин мг 0,88, DL-метионин мг 0,17, Хелат цинка аминокислот, гидрат мг 3,56, Хелат марганца аминокислот, гидрат мг 1,84, Хелат меди аминокислот, гидрат мг 0,79.",корм для канареек 400 г,корм для канареек
472,FIORY корм для кроликов Karaote 850 г,815.0,06540,"FIORY Karaote корм для кроликов. Это полноценное питание для вашего питомца. Корм содержит не менее 12 различных элементов, которые понравятся кролику. В состав корма входит высококачественная сушеная морковь, провансальский чабрец, богатый витаминами, минералами, клетчаткой и инулином, обеспечивающим правильное пищеварение животного, толченый горошек, бобы рожкового дерева, а также питательные гранулы, полезные для здоровья кролика. Все эти элементы помогут вашему любимцу быть здоровым, иметь крепкие зубы, мягкую и гладкую шерстку и здоровое пищеварение. Масса 850 г. Состав Ингредиенты: гранулированные продукты (продукты переработки овощей, злаки, минералы, с добавлением антикокцидного средства, Робенидина в количестве 36 мл на 1 кг), пшеница, цельный овес, очищенный овес, рожь, гречиха, ячмень, дегидрированная морковь 5%, дробленный горох, красная свекла, натуральные вкусовые добавки.",корм для кроликов 850 г,корм для кроликов
473,Tetra Pond Sticks корм для прудовых рыб в палочках 25 л,5844.0,129368,"Tetra Pond Sticks – современный продукт, рекомендуемый для потребления прудовыми рыбами. Корм представляет плавающие палочки, содержащие необходимые для питомцев минералы, витамины. Корм Tetra Pond Sticks является сбалансированным, полноценным. Прудовые рыбы такую пищу легко переваривают. Высококачественный состав не вызывает ухудшения состояния воды. Пластиковая упаковка сохраняет корм свежим. Состав Состав: Экстракты растительного белка, Зерновые культуры, Растительные продукты, Масла и жиры (растительные), Минеральные вещества, Дрожжи. Аналитический состав: Сырой белок 29%, Сырой жир 4%, Сырая клетчатка 2%, Содержание влаги 7%. Добавки: Витамины: Витамин Д3 1714 МЕ/кг. Регуляторы кислотности: Лимонная кислота 274 мг/кг. Ингредиенты Экстракты растительного белка, Зерновые культуры, Растительные продукты, Масла и жиры (растительные), Минеральные вещества, Дрожжи.",корм для прудовых рыб в палочках 25 л,корм для рыб
474,FIORY корм для белок Scoiattoli 850 г,926.0,06530,"FIORY корм для белок Scoiattoli, 850 г Повседневный сбалансированный корм для белок. Десять различных элементов, представленных в корме, обеспечивают правильное соотношение протеинов, витаминов и углеводов, в которых нуждаются белки. Корм содержит гранулы, богатые омега-3 жирными кислотами, и минералами в хелатной форме. В смеси можно легко найти цельные орехи фундука и арахиса, которые помимо того, что являются ценными плодами, заставляют белок потрудиться точно так же как и в природе, прежде чем съесть их. Не менее важным является изюм, дополняющий идеальный рацион белок. Сделано в Италии. Семечки подсолнуха, овес цельный, пшеница, кукуруза, гречка, гранулы красные (пекарные продукты, злаки и зерновые продукты, мёд 10%, минеральные вещества, масла и жиры, фруктовые ароматизаторы, натуральные красители и антиоксиданты(одобрены ЕС). 4,5%, цельные лесные орехи 4,1%, неочищенный арахис 4,1%, бобы рожкового дерева, сафлор, изюм.",корм для белок 850 г,корм для белок
475,FIORY корм для экзотических птиц Esotici 400 г,311.0,06009,"FIORY смесь для экзотических птиц. Экзотические птицы - крайне чувствительные животные, поэтому им нужен специальный уход и правильная пища. Смесь содержит девять типов семян, среди которых особо выделяется перилла – это растение, которое,особенно ценится за его способность стимулировать плодовитость и продлевать жизнь птиц. Смесь для экзотических птиц содержит все витамины, минеральные вещества, которые птицы получают в естественных условиях. Укрепляет организм птицы, налаживает работу желудочно-кишечного тракта. Масса 400 г. Состав Состав: просо обыкновенное, просо желтое, просо белое, просо красное, канареечник; гранулы (пекарные продукты, гранулы и зерновые продукты, мёд 10%, масла, экстракт юкки Шидигера, красители и антиоксиданты, одобренные ЕС) лён, абиссинский нуг, перилла.",корм для экзотических птиц 400 г,корм для птиц
476,"Сухой корм Monge Cat Sensitive для кошек, с чувствительным пищеварением, из курицы 10 кг",8202.0,70004831,"Monge (Монж) Cat PFB Daily Line Sensitive (Сенситив) сухой корм из мяса курицы для кошек и котов с чувствительным пищеварением 10 кг. Полнорационный сбалансированный корм для кошек с чувствительным пищеварением. Подходит для питания стерилизованных кошек и кастрированных котов. Основой рациона является легкоусвояемое мясо курицы. Корм отлично усваивается и способствует правильному пищеварению. Пребиотики М.О.S и X.O.S. помогают сохранять естественный баланс кишечной микрофлоры и способствуют оптимальному усвоению питательных веществ. Содержит важнейшие антиоксиданты, такие как витамин Е, для поддержания иммунной системы. Оптимальное соотношение для здоровой кожи и блестящей шерсти. Курица (дегидрированное мясо 26%, свежего мясо 10%), рис, кукуруза, животный жир (очищенный на 99,6% куриный жир), свекольная пульпа, кукурузная глютеновая мука, гидролизованные животные белки (свиная и куриная печень), порошок куриного яйца, рыба (дегидрированный лосось), рыбий жир (очищенный на 99,6% масло лосося), пивные дрожжи, нерастворимые волокна гороха, КОС (ксилоолигосахариды 3г/кг), гидролизованные дрожжи (МОС), юкка Шидигера, шиповник. сырой белок 29,00%, сырые масла и жиры 12,00%, сырая клетчатка 3,00%, сырая зола 6,50%, кальций 1,00%, фосфор 0,90%, Омега-6 жирные кислоты 4,20%, Омега-3 жирные кислоты 0,6%. Энергетическая ценность: 3 840 ккал/кг.","сухой корм для кошек, с чувствительным пищеварением, из курицы 10 кг",сухой корм для кошек
477,FIORY корм для шиншилл Cincy 800 г,798.0,06547,"FIORY корм для шиншилл. Для тех, кто заботится о рационе своего питомца, очень важно выбрать правильный корм. Корм FIORY (Фиори) содержит волокнистое сырье, которое не только регулирует работу кишечника маленьких зверьков, но и обеспечивает их организм полезными микроэлементами. В состав корма входит давленый горох и морковь, в небольшом количестве арахис и семена подсолнечника, а также кубики ананаса, повышающие активность работы кишечника. В состав корма добавлены гранулы, богатые Омега 3 и инулином. У шиншиллы всегда должна быть свежая вода. Состав Экструдированная люцерна, гранулированные продукты (фураж и отруби и производные продукты, крупа, сухой порошок, семена масличной культуры и фруктовые масла, минералы и производные продукты, ароматизаторы и консерванты одобренные ЕC 0,1%), кольца (зерна и зерновые продукты, экструдированная люцерна, фураж и отруби и производные продукты 1%), чистый гранулированный продукт (зерна и зерновые продукты, дрожжи, сыворотка, минералы и производные продукты, растительные масла и жиры), гранулированные красные продукты (мука, зерна и зерновые продукты, мед, масло и жиры, экстракт юкки Шидигера, красители и консерванты одобренные EC), сушеная морковь, семена подсолнечника, семена гречихи, измельченный горох, ананас, неочищенный арахис.",корм для шиншилл 800 г,шиншилл
478,"Влажный корм Monge Cat Natural для кошек, из тихоокеанского тунца с курицей, консервы 80 г",232.0,70007221,"Monge (Монж) Cat Natural дополнительное питание для взрослых кошек и котов, консервы с кусочками тихоокеанского тунца и курицы 80 г. Настоящий деликатес для четвероногих гурманов приготовленный на пару из высококачественных продуктов на основе тихоокеанского тунца и курицы, который является источником белка высокой пищевой ценности. Продукт обогащен витамином Е и ФОС и не содержит искусственные добавки, глютен и субпродукты. Консервы производят в Таиланде, что позволяет использовать только свежие и высококачественные ингредиенты. Без ГМО, искусственных красителей и ароматизаторов. Состав Тунец 45%, курица 25%, рис 1%, фруктоолигосахариды (ФОС). сырой белок 18%, сырые жиры 1%, сырая клетчатка 0,5%, сырая зола 1%, влажность 79%. 825 ккал/кг. витамин Е (альфа-токоферол) 50 мг. Тунец 45%, курица 25%, рис 1%, фруктоолигосахариды (ФОС).","влажный корм для кошек, из тихоокеанского тунца с курицей, консервы 80 г",влажный корм для кошек
479,FIORY корм для крыс Ratty 850 г,830.0,06508,"FIORY смесь для крыс. Смесь специально разработана для домашних крыс. Для обеспечения разнообразной и сбалансированной диеты, были включены продукты, которые по своим характеристикам, помимо того, что обеспечивают полноценный ежедневный рацион, превращают процесс питания в требующее времени занятие. Сбалансированное питание – залог прекрасного самочувствия, здоровья и прекрасного внешнего вида домашней крысы. Корм содержит крокетки, зерновые, фрукты и овощи, арахис, морковь и горох, которые обогащают организм крысы необходимыми элементами, дают ей энергию и силу. Кроме того, смесь обладает потрясающим вкусом и ароматом. Состав экструдированная люцерна, зерна и зерновые продукты, красные гранулы (пекарные продукты, продукты растительного происхождения, мед 10%, минералы, масла и жиры, фруктовый ароматизатор, красители и консерванты, одобренные EC, инулин, МОС, ФОС, омега 6, бета глюкан, омега3, экстракт юкки Шидигера) 4,4%, кольца (зерна и зерновые продукты, экструдированная люцерна, фураж и отруби и производные продукты, экстракт растительного белка, минералы и производные продукты) 2,2%, горох, семена маслосодержащих фруктов и производные, арахис, сушеная морковь.",корм для крыс 850 г,корм для крыс
480,"Влажный корм Monge Cat Natural для кошек, из атлантического тунца, консервы 80 г",232.0,70007214,"Monge (Монж) Cat Natural дополнительное питание для взрослых кошек и котов, консервы с кусочками атлантического тунца 80 г. Настоящий деликатес для четвероногих гурманов приготовленный на пару из высококачественных продуктов на основе тунца, который является источником белка высокой пищевой ценности. Продукт обогащен витамином Е и ФОС и не содержит искусственные добавки, глютен и субпродукты. Консервы производят в Таиланде, что позволяет использовать только свежие и высококачественные ингредиенты. Без ГМО, искусственных красителей и ароматизаторов. Состав Тунец 75%, рис 1%, фруктоолигосахариды (ФОС). сырой белок 19%, сырые жиры 1%, сырая клетчатка 0,5%, сырая зола 1%, влажность 78%. 865 ккал/кг. витамин Е (альфа-токоферол) 50 мг. Тунец 75%, рис 1%, фруктоолигосахариды (ФОС).","влажный корм для кошек, из атлантического тунца, консервы 80 г",влажный корм для кошек
481,FIORY корм для щеглов Cardellini 350 г,662.0,06050,"FIORY смесь для щеглов. Смесь содержит двенадцать различных ингредиентов, имеющих такую же питательную ценность, как и в природе. Добавление 10% испанского артишока вместе с 5% периллы делают эту смесь наилучшим продуктом, который можно найти на рынке. Она также содержит семена мака, моркови, цикория, аниса, масличного нуга и злаковых. Птицам очень нравятся эти семена, но в то же время они редко находят их в природе, что делает эту смесь уникальной и очень желанной для птиц. Состав Семена: канареечник, конопля, чертополох 10%, овес, лён, гранулы (пекарные продукты, злаки и зерновые продукты, мёд 10%, масла, экстракт юкки Шидигера, красители и консерванты, одобренные ЕС) 4,5%; семена: морковь, перилла 4,1%, мак, цикорий, анис, абессинский нуг, злаки.",корм для щеглов 350 г,корм для щеглов
482,FIORY корм для волнистых попугаев ORO MIX Cocory 400 г,524.0,05820,"FIORY ORO корм для волнистых попугаев 400 г Повседневный сбалансированный корм для волнистых попугаев. Корм состоит из двенадцати различных типов семян. 70% - жизненно необходимые ингредиенты для питания птиц. 30% - полезные добавки и лакомства. Для улучшения вкусовых качеств добавлены семена аниса, сладкого укропа, сафлора, периллы и других цветочных семян, которые очень нравятся волнистым попугайчикам. Сафлор - маслянистые семена, которые облегчают запоры, а также улучшаю пигментацию оперения. Сделано в Италии. Семена: просо желтое, просо белое, овес очищенный, лён, просо обыкновенное, просо красное, канареечник, подсолнечник полосатый малый, сафлор, фенхель, анис, семена цветов, перилла белая.",корм для волнистых попугаев 400 г,корм для попугаев
483,Сухой корм Monge Dog PFB BWild GRAIN FREE беззерновой из анчоуса для собак всех пород 15 кг,14459.0,70006033,"Monge (Монж) Dog PFB BWild GRAIN FREE All Breeds (холистик) беззерновой сухой корм из анчоуса c картофелем и горохом для взрослых собак всех пород 15 кг Появление линии кормов BWild GRAIN FREE было обусловлено идеей создания для собак рациона питания, аналогичного тому, которое получали их неодомашненные предки, получавшие высокобелковую пищу и не употреблявшие зерновые продукты. Рацион подходит питомцам склонным к аллергической реакции на глютен, а также для молодых животных, ведущих активный образ жизни. Корм изготовлен из анчоуса с добавлением альтернативных источников углеводов, таких как картофель и горох. Легкоусвояемый корм, богат витамином D, регулирующим кальциево-фосфорный обмен в организме. Оптимальный баланс Омега-3 и Омега-6 жирных кислот для красоты шерсти и здоровья кожи. Глюкозамин и хондроитин для здоровья суставов. Эти вещества в составе корма способствуют нормальному функционированию суставов опорно-двигательного аппарата. Содержание X.O.S. и М.O.S помогает сохранить естественный баланс кишечной микрофлоры, способствует оптимальному усвоению питательных веществ и повышает иммунитет. Рацион разработан с учетом физиологических потребностей собак мелких пород. Без ГМО, искусственных красителей и ароматизаторов. Сделано в Италии. Дегидрированный анчоус (38%), картофель (16%), животный жир (16%) (очищенное утиное масло 99,5%), свежее мясо курицы (12%), пивные дрожжи, сухая свекольная пульпа, горох (4%), рыбий жир (очищенное масло лосося 99,5%), гидролизованный животный белок, минеральные вещества, маннанолигосахариды (МOS 1%), ксилоолигосанхариды (ХОS 0,3%), юкка Шидегера (0,3%), спирулина (0,3%), глюкозамин (0,057%), хондраитина сульфат (0,04%), сухой молочный белок. Питательная ценность: сырой белок 31%, сырая клетчатка 2%, сырой жир 20%, сырая зола 7%, Омега-3 жирные кислоты 0,9%, Омега-6 жирные кислоты 3,5%. Энергетическая ценность: 4 250 ккал/кг. Питательные добавеи в 1 кг: витамин А (ретинола ацетат): 23 000 МЕ, витамин D3: 1600 МЕ, витамин Е (альфа-токоферола ацетат): 70 мг, селен (селенит натрия 0,17 мг): 0,07 мг, марганец (сульфат марганца моногидрат 25,5 мг): 8,3 мг, цинк (оксид цинка 120 мг): 96 мг, медь (сульфат меди пентагидрат 10,2 мг): 2,6 мг, железо ( сульфат железа моногидрат 85 мг): 28 мг, йод (йодат кальция безводный 1,4 мг): 0,9 мг , L-карнитин: 100 мг. Технологические добавки: экстракт токоферолов из растительных масел. Дегидрированный анчоус (38%), картофель (16%), животный жир (16%) (очищенное утиное масло 99,5%), свежее мясо курицы (12%), пивные дрожжи, сухая свекольная пульпа, горох (4%), рыбий жир (очищенное масло лосося 99,5%), гидролизованный животный белок, минеральные вещества, маннанолигосахариды (МOS 1%), ксилоолигосанхариды (ХОS 0,3%), юкка Шидегера (0,3%), спирулина (0,3%), глюкозамин (0,057%), хондраитина сульфат (0,04%), сухой молочный белок.",сухой корм беззерновой из анчоуса для собак всех пород 15 кг,сухой корм для собак
484,Сухой корм Monge Dog PFB Daily Line Maxi Puppy&Junior 28/16 для щенков крупных пород 15 кг,10518.0,70006026,"Monge (Монж) Dog PFB Daily Line Puppy & junior Maxi сухой корм из мяса курицы для щенков крупных пород 15 кг. Полнорационный сбалансированный корм, разработанный специально для ежедневного кормления щенков крупных пород от 32 до 80 кг в возрасте с 2 до 12 месяцев. Основой рациона является легкоусвояемое мясо курицы. Корм отлично усваивается и способствует правильному развитию щенка. Пребиотики М.О.S и X.O.S. помогают сохранять естественный баланс кишечной микрофлоры и способствует оптимальному усвоению питательных веществ и укрепляет иммунитет. Комплекс растительных ингредиентов и экстрактов, таких как экстракт артишока, эхинацея, орегано и чеснок, являются природными иммуностимуляторами и гепатопротекторами. Глюкозамин, хондроитин, кальций и фосфор, в данном рационе, для поддержания здоровья суставов опорно-двигательного аппарата и нормального роста щенка . Без ГМО, искусственных красителей и ароматизаторов. Сделано в Италии. Состав Курица (дегидрированная 32%, свежее мясо 10%), рис, кукуруза, животный жир (куриный жир очищенный на 99,5%), сухая свекольная пульпа, пивные дрожжи, кукурузная клейковина, гидролизованный животный белок (печень), овес, сухое яйцо, рыба (дегидрированный лосось), рыбий жир (лососевый жир), минеральные вещества, дрожжевые продукты (маннанолигосахариды МОS 1%), ксилоолигосахариды (XOS 0,3%), юкка Шидигера (0,3%), мука из водорослей (спирулина – (Arthrospira platensis) 0,3%), продукты переработки растений (корень эхинацеи (Echinacea purpurea) 0,2%, орегано (Origanum Vulgare) 0,1%), сушеный чеснок (0,2%), глюкозамин (0,057%), хондроитина сульфат (0,04%). Питательная ценность: сырой белок 28%, сырой жир 16%, сырая клетчатка 2%, сырая зола 7%, кальций 1,3%, фосфор 0,8%, кальций/фосфор: 1,6, омега-3 жирные кислоты: 0,5%, омега-6 жирные кислоты: 4,5%. Энергетическая ценность: 4 120 ккал/кг. Питательные добавки в 1 кг: витамин A (ретинола ацетат) 30 700 МЕ, витамин D3 1610 МЕ, витамин Е (альфа-токоферола ацетат) 72 мг, селен (селенит натрия 0,4 мг) 0,2 мг, марганец (сульфат марганца моногидрат 92 мг) 30 мг, цинк (оксид цинка 174 мг) 140 мг, медь (сульфат меди [II] пентагидрат 47 мг) 12 мг, железо (сульфат железа [II] моногидрат 304 мг) 100 мг, йод (йодат кальция безводный 2,4 мг) 1,6 мг, L-карнитин: 100 мг, технически чистый DL-метионин: 1500 мг. Технологические добавки:Антиоксиданты: экстракт токоферолов из растительных масел. Вкусовые добавки:экстракт каштана (Castanea sativa) 20 мг/кг, экстракт артишока (Cynara scolymus L.) 300 мг/кг. Курица (дегидрированная 32%, свежее мясо 10%), рис, кукуруза, животный жир (куриный жир очищенный на 99,5%), сухая свекольная пульпа, пивные дрожжи, кукурузная клейковина, гидролизованный животный белок (печень), овес, сухое яйцо, рыба (дегидрированный лосось), рыбий жир (лососевый жир), минеральные вещества, дрожжевые продукты (маннанолигосахариды МОS 1%), ксилоолигосахариды (XOS 0,3%), юкка Шидигера (0,3%), мука из водорослей (спирулина – (Arthrospira platensis) 0,3%), продукты переработки растений (корень эхинацеи (Echinacea purpurea) 0,2%, орегано (Origanum Vulgare) 0,1%), сушеный чеснок (0,2%), глюкозамин (0,057%), хондроитина сульфат (0,04%).",сухой корм 28/16 для щенков крупных пород 15 кг,сухой корм для взрослых собак средних и крупных пород
485,Сухой корм Monge Dog PFB Daily Line Mini Starter для щенков мелких пород 15 кг,11131.0,70006088,"Monge (Монж) Dog PFB Daily Line Starter Mini сухой корм из мяса курицы для щенков, беременных и кормящих собак мелких пород 15 кг. Полнорационный сбалансированный корм с повышенным содержанием белка и жиров для щенков мелких пород в период начала прикорма. Рацион также рекомендуется во время беременности и лактации собак. Основой рациона является легкоусвояемое мясо курицы. Корм отлично усваивается и способствует правильному развитию щенка. Пребиотики М.О.S и X.O.S. помогают сохранять естественный баланс кишечной микрофлоры и способствует оптимальному усвоению питательных веществ. Глюкозамин, хондроитин, кальций и фосфор для здоровья суставов. Эти вещества в составе корма способствуют нормальному функционированию суставов опорно-двигательного аппарата. Высококачественное свежее мясо способствуют наиболее оптимальному пищеварению и усвоению питательных веществ, которые помогают формировать и поддерживать мускулатуру и активность животного. Без ГМО, искусственных красителей и ароматизаторов. Сделано в Италии. Состав Курица (30% дегидрированного и 10% свежего мяса), рис, животный жир (куриный жир очищенный на 99,5%), сухая свекольная пульпа, гидролизованный белок куриной печени, кукуруза, пивные дрожжи, овес, сухое яйцо, рыба (дегидрированный лосось), рыбий жир (масло лосося), минеральные вещества, дрожжевые продукты (маннанолигосахариды МОS 1%), ксилоолигосахариды (XOS 0,3%), юкка Шидигера (0,3%), мука из водорослей (спирулина – (Arthrospira platensis) 0,3%), глюкозамин (0,057%), хондроитина сульфат (0,04%). Питательная ценность: сырой белок 32%, сырой жир 22%, сырая клетчатка 1,5%, сырая зола 7%, кальций 1,5%, фосфор 1,1%, омега-6 жирные кислоты 5,5%, омега-3 жирные кислоты 0,5%. Энергетическая ценность: 4 440 ккал/кг. Питательные добавки в 1 кг: витамин A (ретинола ацетат) 30 700 МЕ, витамин D3 1610 МЕ, витамин Е (альфатокоферола ацетат) 72 мг, селен (селенит натрия 0,4 мг) 0,2 мг, марганец (сульфат марганца моногидрат 92 мг) 30 мг, цинк (оксид цинка 174 мг) 140 мг, медь (сульфат меди [II] пентагидрат 47 мг) 12 мг, железо (сульфат железа [II] моногидрат 304 мг) 100 мг, йод (йодат кальция безводный 2,4 мг) 1,6 мг, L-карнитин: 150 мг, технически чистый DL-метионин: 1500 мг. Технологические добавки:Антиоксиданты: экстракт токоферолов из растительных масел. Курица (30% дегидрированного и 10% свежего мяса), рис, животный жир (куриный жир очищенный на 99,5%), сухая свекольная пульпа, гидролизованный белок куриной печени, кукуруза, пивные дрожжи, овес, сухое яйцо, рыба (дегидрированный лосось), рыбий жир (масло лосося), минеральные вещества, дрожжевые продукты (маннанолигосахариды МОS 1%), ксилоолигосахариды (XOS 0,3%), юкка Шидигера (0,3%), мука из водорослей (спирулина – (Arthrospira platensis) 0,3%), глюкозамин (0,057%), хондроитина сульфат (0,04%).",сухой корм для щенков мелких пород 15 кг,сухой корм для взрослых собак мелких и миниатюрных пород
486,Tetra Pond Koi Sticks основной корм для кои палочки 50 л,12592.0,241626,"Tetra Pond Koi Sticks – специальный высококачественный плавающий корм, рекомендуемый для питания карпов Кои. Плавающая пища в виде кормовых палочек позволяет обеспечить Кои сбалансированное, здоровое питание. В продукте Tetra Pond Koi Sticks содержатся необходимые карпам питательные составляющие, отвечающее за интенсивность окраски, повышение иммунитета. Пластиковая упаковка позволяет сохранить в корме для карпов основные вещества. Состав Состав: Растительные продукты, Рыба и побочные рыбные продукты (рыбная мука), Экстракты растительного белка, Зерновые культуры, Дрожжи, Моллюски и раки, Масла и жиры (растительные), Минеральные вещества. Аналитический состав: Сырой белок 33%, Сырой жир 5,5%, Сырая клетчатка 2%, Содержание влаги 7%. Добавки: Витамины: Витамин Д3 1720МЕ/кг.Регуляторы кислотности: Лимонная кислота 274 мг/кг. Растительные продукты, Рыба и побочные рыбные продукты (рыбная мука), Экстракты растительного белка, Зерновые культуры, Дрожжи, Моллюски и раки, Масла и жиры (растительные), Минеральные вещества.",основной корм для кои палочки 50 л,корм для кои
487,FIORY сено Альпийское Alpiland Camomile с ромашкой 500 г,770.0,06597,"А знаете ли вы в чем отличие «альпийского» сена от обычного лугового? У всех растений есть необычное биологическое свойство: с набором высоты концентрация питательных веществ, эфирных масел, витаминов , фитонцидов и пр. на единицу массы растения возрастает. Именно поэтому высокогорный чай и кофе ценятся больше! Одинаковое по видовому составу сено с равнин и с горных склонов будет кардинально различаться по питательной ценности. Именно поэтому «Альпийское» сено Fiory не просто ароматнее и привлекательнее, но и гораздо более полезнее для питомца , чем луговое. А еще компания Fiory использует сено второго укоса, т.к. оно содержит клетчатку, которая хорошо усваивается травоядными грызунами! FIORY сено с ромашкой. Ароматное и высушенное до нужной степени сено идеально подходит для питания кроликов. Ромашка богата витаминами, в составе сена она обеспечивает Вашему питомцу здоровое пищеварение. Масса 500 г.",сено альпийское с ромашкой 500 г,
